Classifier 1,Classifier 2,Classifier 3,Classifier 4,Classifier 5
0.05452851166601162,-17.700464613096774,-18.945108102613474,-5.386655008282673,7.170983357066596
8.325762051218435,3.8944519132336293,6.681978581841673,6.707358632023221,-23.68770497981019
-4.458243535665875,3.1807474351018143,-1.26008515434059,-0.6793750267290461,0.4545356567563052
8.427533866296585,-4.46924847032756,-1.7273174758278584,-4.207877314143435,-1.121035063073495
-58.61824888601097,-9.341531880376037,7.741987813331602,12.509718919790037,-10.999120451673702
-99.97994815034079,-32.37906609822033,-12.705600070003346,3.9829261040115065,15.012046807406918
-147.05961356616092,-58.322084899622304,-24.66069856769571,0.24354361881971887,28.087356341689553
-41.02441701011401,-15.0970108120739,1.2973773782671258,0.6705893422276552,2.0662209888390755
-76.70974555744101,-26.159620369211197,8.499045183277884,8.005264717881056,0.031610802636569776
-105.21550244536395,-61.54541926125386,-1.6313809201086777,16.530349851190312,-9.281831827434404
-203.69286295815388,-74.8341292437954,-21.204383309066518,9.630291211372281,17.554583833004212
-146.30779493067342,-59.82465809012543,-28.72768429616836,-5.718652161725792,38.26125115995024
-171.37170824391748,-67.61222020240189,-37.17284895268545,-17.725206607038388,61.44541832641813
-17.074942083735444,-22.170476438381566,-2.373310654928336,8.442812425365831,6.9980737724983495
-103.5509605888993,-30.15189040431613,-13.20035152065983,-0.02659971207097398,23.280971800702428
-122.45683932601561,-65.66255814248066,-10.777250023083024,5.44077959467808,20.451512735540103
-7.6725205580299916,8.61252776632542,6.286213022340083,6.019199146426006,-7.3395189078130585
-58.74122302279928,-27.143609637913563,-7.602986162688011,3.4378503052363887,21.674833659686808
-99.63237852680425,-32.69557379019434,-19.05095847330403,-11.942074302149175,49.407149059563444
-74.80057958112052,-11.662487525389444,6.5890221479238225,11.620584261075424,-5.574365818531463
-35.25662441014191,-21.933496526561598,9.159509344753804,25.303765065530218,-11.166405507083322
-93.50172056999662,-49.941985139799726,-20.33093060370306,5.847125093021051,38.228225953229234
-40.70462239465905,-4.887967522220364,-6.054042154248303,0.05154484779577085,18.438526778808285
-52.84193525964126,4.420540164360616,10.029113571645736,0.5696182417081703,10.900758368579272
-125.75294427870563,-33.10590025003784,-9.889747589075643,0.02896143287692588,18.22407331896962
-70.80651229006241,-34.83547354177847,-34.47569093062198,-15.816878758440449,48.20178289112446
-55.78571524023216,-14.430989934909062,-2.7600476833483283,8.74402945388959,4.027389432442096
-29.827805391762414,-4.383766469727917,-2.8592321377417957,9.96758745832284,13.545547347205455
-175.40545412786156,-120.5678189163344,-39.2842386401744,6.256283006490051,39.193047303077535
-139.85486470831847,-71.88463852368237,-27.147786761046124,14.892864929656087,38.296980970950976
-130.3372570410904,-55.3630955990259,-24.134092036929253,-0.011416911661605238,35.39197265399025
0.0,0.0,0.0,0.0,0.0
