Classifier 1,Classifier 2,Classifier 3,Classifier 4,Classifier 5
-39.76399813371982,-12.15560605967181,-5.191869638481705,-1.839675195034938,15.040914632248544
-74.18818289062312,-10.254303814476028,11.643968326463307,14.889084932674365,-0.7320456472987906
-157.2445051688832,-26.69308564397515,9.47805240253086,22.493590163233765,-17.500513421874935
-54.167419816655375,11.954015404482167,13.963860532206754,-2.368826698378988,1.6656527348419716
-117.88424353736137,-42.16807134414258,-0.3038372385250406,9.480701457234904,11.283583629569756
-61.10213410906362,-18.025222201533527,5.517458857118756,16.15003710792353,-0.17387386386812945
-136.57939887249194,-55.54367804090146,9.586750575331534,26.432031947734963,-11.030530445913893
-82.73261338413957,-12.407318061663489,4.872285442286321,8.951350344574804,4.139596744700861
-49.39818177094329,-20.45328864370468,-13.646121767742104,3.160224582150592,10.267182801387943
124.10698627789556,15.106813994357037,-36.65402122255967,-107.65757176963506,-123.02910301782312
34.08820965398386,10.51713024078306,8.327303254009133,-15.5093649824597,-32.12336320746978
113.66738439516742,5.765461646255362,-27.86275365746007,-101.52726689296586,-138.65869122558396
183.99472447807585,-17.255081912191823,-67.1564859857587,-195.10353255502062,-197.88473664016612
142.83347341022755,5.754539345377193,-40.36028961302417,-101.18552724839954,-138.66850385646927
4.2955609706930495,24.03548334247949,13.309611877211108,-1.1191356084147046,-83.94699495748132
13.660759152164811,19.44643024081662,11.747689702564273,-14.3179006908928,-5.061896813215618
121.62629506095561,-4.245463069937029,-26.688917778200015,-93.12833341991029,-183.16670324845484
9.11510954142496,12.607925101585208,15.41045132190569,-1.4270224500148267,-14.749503200669999
-3.5511299606070286,3.707283845531819,-1.249101359421652,-1.6391796266994507,-0.027552352865481203
141.30405678741664,-4.522403732096666,-47.07198185611099,-150.40864614582813,-138.81837178961197
-3.420618711487869,12.586065114352476,-2.344252135826426,-6.374674011536445,-5.2752942580439415
16.724361428976575,13.313440120580882,-5.8090556875667065,-9.184042945556817,-14.850019728289055
-14.78011701834583,7.447253598525522,8.026877406653716,-2.3791354873544295,-4.401375472964
-21.55415050961768,5.842766106083085,3.434467480131184,-1.2543075278202713,-4.423911193912109
0.0,0.0,0.0,0.0,0.0
-30.57904434011656,-40.33272119631573,-78.78331458249345,-38.142558870155895,62.2346159774595
-99.60746243414592,-9.42616506894973,7.513610104106828,15.562312001857997,-19.64784796619717
68.82576338858888,2.7815199208620247,-29.92295114367175,-101.14398333559397,-57.45242239744497
83.94048990213975,0.5479128569042149,-34.381584316515145,-51.41126752084112,-33.615783392045245
-21.868560746472156,7.298584646934956,5.739581261973712,9.894496405327596,-8.30003180562197
39.8390707564981,3.8150028963711353,-19.45534750583114,-18.63400012016997,-22.82731834967517
53.64586158638295,18.61092280641385,5.452375673556809,-40.62955556805359,-51.67385454929323
38.04804063213427,64.66751577131153,16.719853709191284,-76.41446036780522,-170.87470718667367
-22.516360428731005,24.700816822944727,42.36977282817682,-17.960444671374834,-84.47553864778557
-51.3706915513793,13.7828134574236,52.81397236037325,-19.125883733723306,-86.11723151728208
-19.772267379947,15.800029996816093,24.91834777242582,11.663649927695458,-24.4915178206721
8.433285920957028,62.24226447366428,16.659760649775844,-87.2741079466308,-131.15221683193585
-20.306761650238844,30.502687002904032,48.36138181530537,11.817279155997113,-64.66435669504365
0.0,0.0,0.0,0.0,0.0
31.226756041098042,13.886923373411674,7.4436540003186495,-12.093325076655612,-26.017460889060004
-17.475727301207908,20.366173727729116,13.24902761407371,-6.287965279866189,-14.080936397340214
-63.060620509880934,1.0839505006400232,22.895366243417566,20.04833209078583,-33.65701090748517
-25.888170347302367,7.825752665493018,2.753855480621966,4.346383380326807,-0.7254167732525508
-2.8868029513714535,33.09853642803187,27.059802636816343,-7.183274078212944,-56.703817589161275
-112.54219881789956,-61.62835669347591,-19.327747063758213,3.665017955040494,26.59375155401923
-93.95975302407383,-37.21969857162885,-13.876850098553286,8.117259586458921,16.550258414868267
-56.76670517667981,-20.3117511309707,-4.808335203868445,26.628406274062772,2.2110810557456895
-19.64005691412324,-2.337109709746964,6.933692987155836,21.56780847565332,-6.231029005296561
